,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
20,건축,무한,육,각체,사각형,내부,사각형,내부,사각형,내부,사각형,내부,사각형,사각,난,원운동,사각,난,원운동,사각,난,원비,누가,통과,혈관,비,눗,내,투시,사람,지구,모형,만들,진,지구의,모형,만들,진,지구,거세,양말,여인,름은워어즈였다빈혈면포,당신,얼굴,빛깔,참새,다리,습네다,평행사변형,대각선,방향,추진,막대,중량,마르세유,봄,해람,코티,향수,맞이,동양,가을,쾌청,공중,붕,유하,백호,회충,양약,씌,져,옥상,정원,원후,흉내내,마드모아젤,만곡,직선,직선,질주,낙체,공식,시계,문자반,내리워진,일개,침수,황혼,도어,내부,도어,내부,조롱,내부,카나리아,내부,감,살,문호,내부,인사,식당,문간,방금,도달,자웅,붕우,헤어진다,파랑,잉크,엎질러진,각설탕,삼륜차,적하,명함,짓밟,는군,용장,화,가구,질구,조화,금련,위,내려오,밑,올라가,위,내려오,밑,올라간,사람,밑,올라가,아니한,위,내려오,아니한,밑,올라가,아니한,위,내려오,아니한,사람
21,높,져라,닿,길,없이,높,머언,하늘,푸른,자리,그윽히,빛나,내,맘,맑,샘,얼굴,잠기,나니,별,차신,님,그려,봄,자랑,가슴,깊이,떨리,두려움,산기슭,히야,신스,목동,발,맡겨,맑,샘,던지,돌,흙,장,일으킬까,영원,거울,산산이,부서지,높,져라,높,닿,길,없이,별,차신,님,그려,봄,자랑,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,안개,처럼,가라앉,마음,변두리,악마,푸른,눈초리,슬며시,엿보,밤,죽,않,정열,풍차,저절로,미쳐서,빙빙,돌,제풀에,지쳐,주저앉,송장,처럼,다문,입술,위,까마귀,처럼,떠도,벙어리,침묵,가없,밤,캠버스,위,에다,자줏빛,주문,그려,놓,순간,눈물,녹,흐른,마음,미친,바람,취한,물고기,처럼,슬픔,바다,복판,자맥질,치고,넋,날아간,몸,둥,아리,어미,잃,송아지,처럼,밤,새워,우,노니,파,로마,갔,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,경이,아름다웠,다스,숨결,비둘기,날아가,누나,하늘,바다,자랑,스런,슬픔,고운,슬픔,삭,이정표,이제,무수,비둘기,그대,섰,발밑,넓,설운,강물,흘러가,사화산,땅,다다른,왼,처음,산맥,내,슬픔,임종,내,보람,임종,내,먼저,눈,가린다,피앙세,영영,숨,모으,머리맡,내,먼저,눈,가린다,즐거이,부르,노래,부를,수,없,고운,얼굴,가리울,희디흰,장미,가지,손,앞,없,자욱,안개,줄지,줄,줄거리,하늘,밑,학,처럼,떠난다,외,롬,잔,히,적,시운,희,쓸쓸,날개,펴,말없이,카오스,떠나가,학,두,줄기,흐르,눈물,스며드,한철,뗏목,넓,설운,강물,흘러,나리,위태,기슭,차,깨끗,이마,줄기,고운,피,흘리,떠나,님,보내,두,줄기,스미,눈물,홀로,고향,머물러,옷깃,적시,니까,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,대륙,곤드,나와,대륙,수리개,처,갓,곤드,나와,대륙,누가,비,갓,소,곤드,나와,대륙,이첩기,빙설,먹,그대로,싸,바,렷,곤드,나와,대륙,어대,자최,감초,뒤,대서양,인도,양,눈,넓,가슴,우,눈물,푸르,깁,괴히,고서,설,설,갈,워,소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,1,밤,2,밤,작난,감,살결,이따금,내음,새,기,머,아니하,아기,으려,불,끄,작난,감,귀,에다,대이,꾸,즈,람,처럼,속사,겨,본다,그대,꼭,갖,난,아기,작난,감,어둔,성,내이,대답,갔다왔,답니다,작난,감,낮,해,가지,온,인지,모른다,내,처럼,내,가슴안,따,근,따,근,이렇게,내,코,맡,기,니까,자꾸,해간다,작난,감,내,바늘,주,작난,감,아무것,막,찔른,내,몸,내,내,들어앉,음즉,곳,작난,감,마음속,가시,돋,는다,꽃,처럼,내,벼,운,피,난다,채기,고치,기,위하,날,어두,어둔,속,싱싱,먹,는다,몸,반지,밖에,가지,않,작난,감,어둠,커,틴,열,듯,찾,는다,얼른,들킨다,반지,살,닿,바늘,잘못,알,아파한다,촉,불,켜,작난,감가,찾,는다,아파하,않,모른,체한다,NaN,NaN,NaN,NaN,NaN
26,겨울,이미,오래,봄,봄,걸어옴,너무,더디,나이,답답,구름,끼인,오래,해야,나타남,너무,드물,치위,어둠,숨,그치,기,전,핏줄,새,피,부어넣,주,팔,마른,가지,하늘,뻗치,눈,그리움,겨워,멀거니,바람나,무겁,나려,디,린,장막,헤치,앞가림,치,용상,나앉,왕자,불그레,밝,낯,내어놓,기다림,지친,절,받,주,쇠뚜껑,까딱,않,구름,깨치,막,길,없,힘,베풀,주,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,물,찬,제비,이렇게,말,해봐도,시원,치,않,죄,스러울,듯,귀여운,모양,무기,처럼,징그럽,고운,눈초리,앵두,처럼,새빨갛,기름진,입술,능금,처럼,먹,싶,뜨거운,볼따구니,박꽃,양,하얗,벌어진,이빨,버들,양,하늘거리,다호,촐,릿,통제,비인,양,날아갈,듯,날씬,몸,맵시,두,손,턱,고이,말없이,앉,무서운,듯,어여쁜,모양,쏘아볼,빵긋,웃,백합꽃,송이송이,피어난다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,불길,바람,불,불,얼음,수정체,우수,순백,녹색,풍경,망막,에다,무표정,가져오,이건,회색,명랑,색조,들쥐,야서,험준,지구,등성이,포복,짓,대체,누가,시작,수척,소한,애무,역사,책비,페이지,넘기,마음,평화,문약,그러,매장,고고학,성욕,느끼,함,없,바,가장,무미,신성,미소,불,어소,규모,나마,이동,실계,동화,진녹색,납죽,사류,무해,롭,수영,유리,유동체,무해,롭,반도,아닌,무명,산악,도서,유동,경이,신비,불안,뱉,놓,바,투명,공기,북국,차기,양광,보,까마귀,흡사,공작,비상,비늘,질서,없이,번득이,반개,천체,금강석,추호,다름없이,평민,적,윤곽,일몰,전,빗,보이,교만,함,없이,소유,이러구러,숫자,망각,소량,뇌장,설탕,청렴,이국정조,가수,상태,입술,위,꽃피워,가지,번화,꽃,어데로,사라지,목조,작,양이두,다리,잃,가만히,엔가,귀기울이,수분,없,증기,온갖,고리짝,마르,말,시원,치,않,오후
29,1,황혼,구름,감자밭,고랑,그림자,놓,마귀,숲,너머,울,울,잠기,마슬,노을빛,덮,저녁,자리,눕,슬픈,생각,젖,어둠,묻,풀섶,지나,2,호수,바람,수수,잎,건드리,못가,속,내가,호수,차,푸른,나날,보내,산울림,타,되돌아오,염소,울음,하늘,흰,구름,갓,갓,몰리,3,마,한낮,꿈,꺼질,바람,황혼,길,소리,없이,목화,꽃,희,희,핀,밭고랑,삽사리,종이쪽,처럼,암탉,쫓,숲,얄궂,손,저어,저녁,뿌리,가느,디,모기,울음,양간,쪽,들리,하늘,별,떼,은빛,웃음,얽,놓,은하,북,북,기울어지,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,부인,그대,가시,엿,시,엿,런,맘,쓴,바,귀,노,랏,피인,봄날,그대,가시,엿,시,엿,런,맘,가여워,못,안,님,남기,두,보람,업,사랑,인들,노,아여,못,견,일,앞,흔,마은,즈려,가여워,못,안,어린,님,남겨,두,신,길,참아,걸,닐,안눈,물,어리여,발길,고요히,아득히,머,날,바,보,든가,엽,쓴,봄,어덕,차저,머언,산,녀,쑥,궁,새,우,름산,럼,뢰,쑥,궁,새,우,름이드을내,내,눈물,님,두,가슴,여질,드,시,그대,런,길,나시,엿,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,부인,추억,노래,영랑,드림,숨긴,눈물,호려,낼,듯,잠든,서름,불러낼,듯,실바람,호리,호리,뒷산,뻐꾹,우,름님의바림,못,내,뤄,거름,거름,매친,한숨,복사꽃,피,봄날,눈물,씃,시,구곡,간,강,녹,서름,아조,잊,셨,혀,끈,마음,모질,기,하오,신가,그대,생각,슬픈,언덕,복사꽃,붉,눈물,어린,얼,골,미칠,듯,그립,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,군,행복,그대,뜻,너무나,깊,그대,얼굴,그대,키,따를,바,가슴,속,그대,뜻,잠,깃,날,더우,맑,서늘,하늘,종다리,울음,세,들리,니아,그대,뜻,아닌가,맑,연,앏은,빛,던져,주,눈,그대,여자,불렀,그대,키,뜻,못,따르,그대,여자,구하,따르,1931,년,월,일,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,저무,역두,보냈,비애,개찰구,못,쓰,차표,찍힌,청춘,조각,흩어져,병든,역사,화물차,실리,간다,대합실,남,사람,아직,누굴,기다려,카인,만나,목놓,울리,거북,느릿느릿,추억,싣,슬픔,통하,모든,노선,지도,처럼,펼쳐,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,문주,통통,네모,상자,광고,방송,내,재밌,어요,아니야,소리,내,머리,돼지,점점,끌려,간다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,할,수,없이,카토,릭,사람,좋,먼,나라,기,전,칠,천,바다,다시,남산,우,하늘,빛,마음,항상,으구,말미암,알,마,법,문제,많,소용,론가,간다고,사람,혹,말,전하,부디,좋,사람,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,고운,날개,편,고운,날개,헛되이,나래질,치,나니,푸른,하늘,닿,길,없,어라,꿈속,길,희미,여라,고운,날개,힘없이,나래질,치,나니,길,어드메,길,구름,발,넘,는다,오해,누,엿,누,엿,산마루,걸리,하늘,집,없,새,가득히,날아드,참으로,하루,하루,거니,날,새삼,스리,못,잊히,느뇨,마주,보,거울,수없이,그림자,비치,지나,끝,간데,없이,비치이,그림자,없,무서워하,개,가끔가다,소리,높여,짖,보,참으로,기다리,느뇨,촘촘히,세운,소학생,가운데,슬픈,아들,뇨,비,온다,비,쉬임,없이,그침,없,이페이,브,멘,트,어른,거리,물,우이,에리,세우,촉촉히,젖,걸어간다,유연히,태연히,돌아갈,집,고개,수그리,들어가,할,대문,불,기,없,방,돌아다닌다,문득,마음,꽃,피어나,어느새,부끄럼,고개,도로,수그린다,행복,피,스물거리,다시,불안,가슴,두근거린다,외투,깃,세우,바쁜,걸음,사람,비탈,드러,집,돌아가,내게
37,파사,마,이얌,루,바이,얕,초역,기일,아츰,천,가지,장미,웃,곳,어제,핀,송이,어드메,뇨,첫,녀름,장미,시절,장사,왕공,떠나,는도다,나무,그늘,아래,권,시,병,술,그릇,밥,그대,옆,노래,낙원,빈,복,됨,갈구,속세,희원,이재,이루,기,사막,나린,눈방울,이냥,문듯,슬,한줌,흙,전생,즐길,흙,온,흙,도라,술,노래,노래,끝,없이,잠들,뇨,헛되,낫,확실,생,번,핀,꽃,영원,히,영원,히,이우,렀도다다시,냇가,장미,붉,늙,몸,구슬진,줄,죽,엄의,사자,마즈막,잔,권,건,받,두려워,물러,스지,말라,현인,쟁,논,케,두,노부,서야,장기,판,우,운명,사람,쪽,희롱,이리,저리,쓰,죽이,한쪽,식,다시,그릇,거둠,춘추,26,호,1941,년,월,일,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,마음,일기,시조,아홉,수,큰,바다,페두,힌,날,빗,그미,테,백,년,잠자,일어,노니,지난,세월,마,만치,긴,하품,총중,승나,신,장,님,막대,함,부루,내두,루,기,말,엇,것다,얼굴,붉,이친,구분,말,슴,법,창자,처져,기름,씨,내,너절,볼,구니,살,뎅,내,피스톨,알,처럼,덤벼들,싸,호자,참새,가슴,처럼,깃,버,보,자니,승,내인,사자,처럼,부르,보,자니,빙산,푸,질,만치,손,잡,보,자니,시,그날,기운,뒤,갑작,조이,맘,그대,시,른차가,하마,산,돌아오,리온,온단,온다,온다,온단다,배암,그다지,무서우,냐,내,님,아내,님,몸,배,마는,실허,요리,가치,새,간해,넘어가,풀,밧,우,이지음,이란,아름다운,말,글,써,본,저이,업,노니,가슴,이실,실,림,여라,밤,기,풀,수락,마음,가늘,어서,가느,단
39,아드,원수,못소리,부르,노래,이태리,아들,용감,젊,왓,조국,위,해,싸우,나가,이태리,지금,그대,팔,백만,파시스트,젊,요구,아드,복수,상기,일,팔,구,육,년,이월,동아,야만국,드,피아,북방,아드,영웅,바라,테리,장군,인솔,삼,이태리,용사,깜둥이,총,쓰러지,포로,야만인,밥,험,한산,바위,절벽,말미아,마,보,잘,업,야만종,패,북,당,뜻,못하,조국,역사,먹물,업,처,트리,엿,스니,용사,부르,비장,노래,보,하날,날,소리개,될,그놈,깜,동이,공중,처,죽이,오늘,설분,하여볼,가우리,소리개,엇,스면,소리개,엇,스,보,소리개,기,위,가랏,드,냐,지금,소리개,이태리,오즉,아드,원수,갑기,위하,공중,날,소리개,만들,안,헛나오,조국,은인,라이트형제,이태리,당신,공,안,흘,터,나아가,젊,이여,이태리,아들,이여,조국,역사,위,먹물,싯,치,죽,조국,용사,원수
40,구고,붓,더러,낸,외다,지금,와서,도라,보,내,정신,적,편로,업,시,애아버지,외,수편,김초,성,쳐,움,주,까닭,이외,다시,아버지,시,애락,곡,시,내,이하,시,이국,소녀,시,사랑,가을,시추,사,식시,사상,수의,조상,수난자,탄,내의,시대,외,져,최후,실,닌,시,그럿,소이다,현재,내,생각,지배,시,수편,차호,내,겟,슴니다,호,엣,보,시,기,전,비평,보류,해,두,시,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,한때,해방,온,줄,알,새날,통하,배우,아니했,사나운,날세,조급,사나이,다시금,뵈,않,쇠사슬,절그럭거리,막다른,노래,부르,는구나,울음,울음,신음,속,길러,성품,넘쳐나,기쁨,샘솟,아주,차운,이마,적,젊,이여,벗,여손,발,쇠사슬,늘이,억눌린,뱃전,스사로,노,젓,옛날,흑인,부르,노래,어찌하,이러,노래,다시금,부르,냐,뵈,않,쇠사슬,마음,안,그늘지,검,그림자,내,노래,갈,곳,막다른,길,젊음,헛되,육체,보,아니했,815,월,일,전,발길,뒤,항거,마음,무거운,쇠줄,몸부림칠,온몸,피,투성이,싸우,투사,옥,공장,산속,지하실,나왔,천,길,파,들어간,땅,속,갱도,땅,위,난,모든,문짝,뻐개,지고,구녕,란,구녕,나왔,나와,보,막상,반가운,얼굴,자란,형제,동무,나왔,나왔,나왔,나왔,전,부르,나직,노래,이제,더욱,소리,높여,부를,뿐,뵈,않,쇠사슬,절그럭거리,막다른,노래,노래,부르,벗
42,언제나,일,묻,다시,물,던가,빙그레,웃,낯,보,말,줄,알,오늘,의원,보,소리,병,앓,빈,충,맞,거늘,두석,달,날,일어날,싹,망연,사람,변변,치,못함,점점,뵌,다리,남,손,발가락,놀리,살,던가,맘대로,활개,치,한길,다녔,던가,이따,감,심,스럽,팔다리,보,지나,잊어버린,천,좋,마련,일,사,앓,괴로움,기억,남,노상,생각,견디,리라,리오,억지로,자리,옮겨,끝,마루,나앉,다리,끌,어다가,지댓돌,걸치,기,달째,못,밟,흙,못내,그립,소라,팔다리,움직임,손가락,까딱,함,큰,은혜,받,온,줄,모르,거늘,이정신,차리,일,노라고,친다,말,아모,케도,속,주,낫,약,무어,먹,노매라,약한,이름,병인,쌓였,무더위,자리,물러가,긴병,듣,약,이러,어떠,리오,소내기,앓,군,생각,내,어라,내,몸,돌아보,새,발견,바쁠,랐다눈가로,찌,코,세로,음
43,기일,시,잊,눈눈이,풀,싹,돋아나,불현듯,새롭,생각,머잖아,노란,개,나린,초립,쓴,양,한들거리,수집,진달,랜,낯,붉힐,봄,길,번,런가,간,뒤,아아,슬픔,봄,없,드면,봄,산,홍록,고운,봄,봄,봄,아닌,남,봄,봄,호젓,봄,쓸쓸,봄,구슬픈,저녁,길,떠나,빛나,아침,만나,보,그리운,그리운,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,기,이내,울,않,으리라,않,피,이울,꽃,뜨,해,달,깨우,잊히,않,생각,긴,긴,세월,모이,쌓이,슬픔,보배,로워,기,때문,비,마음,가득차,만날,기쁨,생,사,서로,연이,머,않,이웃,골,으매,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,레오,파디,시,삼,편,부활,사절,귀여운,계획,동정,없,음,안,자연,귀,먹,고통,모름,안,선,본,체,체,존재,안,체,재난,광경,짖궂,변덕,채울,뿐,불행,사람,남,동정,구,함,헛되,임,안,거드름,스럽,무,관심,앞,피,나니,천재,가치,시대,공경,치,않,는다,드높,가진,모든,얼음,경시,운다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
